id,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
12-1-219,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Moreno,Av. Victorica 660,-34.6407405,-58.79411649999,MORENO                                                      ,Hipermercado
12-1-22,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Belgrano,Av. Elcano 3002,-34.571895,-58.45868299999999,ELCANO ,Supermercado
12-1-220,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Caba,Gaspar M De Jovellanos 151,-34.6320834,-58.3760678,BARRACAS,Hipermercado
12-1-24,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Palermo,Av. Scalabrini Ortiz 1688,-34.5902858,-58.4240622,SCALABRINI ORTIZ ,Supermercado
12-1-25,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,San Telmo,Perú 1496,-34.6255187,-58.3736292,SAN TELMO ,Supermercado
12-1-26,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Palermo,Cerviño 3515,-34.580229,-58.408608,CERVINO ,Supermercado
12-1-35,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Villa Devoto,Av. Lope De Vega 2503,-34.618272999999995,-58.519287,LOPEZ DE VEGA ,Supermercado
12-1-37,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Lugano,Av. Piedrabuena 4902,-34.687601,-58.47536,LUGANO ,Supermercado
12-1-38,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Florida,Av. San Martin 3029,-34.533164,-58.5024536,FLORIDA ,Supermercado
12-1-39,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Liniers,Av. Emilio Castro 7661,-34.656142,-58.524475,EMILIO CASTRO ,Supermercado
12-1-40,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Flores Sur,Av. Eva Peron 2202,-34.638087299999995,-58.4525728,AV.DEL TRABAJO ,Supermercado
12-1-41,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Almagro,Av. Diaz Velez 4531,-34.6087141,-58.4309495,DIAZ VELEZ ,Hipermercado
12-1-42,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Barrio Norte,Paraguay 2672,-34.5970815,-58.4064955,PARAGUAY ,Supermercado
12-1-43,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Boedo,Av. Boedo 777,-34.6221132,-58.4164336,BOEDO ,Hipermercado
12-1-44,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Belgrano,Av. Monroe 3284,-34.5635828,-58.4684123,MONROE ,Supermercado
12-1-45,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Belgrano,Av. Cabildo 545,-34.5713409,-58.4420995,CABILDO ,Hipermercado
12-1-46,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Once,Av. Rivadavia 2846,-34.6101883,-58.406752,ONCE ,Supermercado
12-1-47,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Belgrano,Amenabar 2134,-34.562820200000004,-58.4588525,AMENABAR ,Hipermercado
12-1-48,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Flores,Av. Directorio 2647,-34.634479,-58.4640708,DIRECTORIO ,Supermercado
12-1-49,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Mar De Ajo,San Martin 251,-36.7214462,-56.6768593,MAR DE AJO ,Hipermercado
12-1-51,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Ramos Mejia,Av. Rivadavia 13810,-34.6402654,-58.5617807,RAMOS MEJIA ,Hipermercado
12-1-52,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Devoto,Sanabria 3320,-34.606244200000006,-58.5106551,SANABRIA ,Supermercado
12-1-53,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Santos Lugares,Av. La Plata 3635,-34.600212299999995,-58.5446567,SANTOS LUGARES ,Supermercado
12-1-55,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Floresta,Av. Avellaneda 3758,-34.629043700000004,-58.48169100000001,AVELLANEDA ,Supermercado
12-1-56,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Palermo,Honduras 3862,-34.594128399999995,-58.417548,HONDURAS ,Hipermercado
12-1-57,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,San Martin,San Martin 122,-34.579198100000006,-58.53616360000001,SAN MARTIN ,Supermercado
12-1-58,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Tribunales,Viamonte 1571,-34.6006805,-58.3891667,VIAMONTE ,Hipermercado
12-1-59,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Villa Urquiza,Av. Monroe 5055,-34.5740766,-58.4859548,URQUIZA ,Supermercado
12-1-6,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Pompeya,Av. La Plata 2392,-34.64267,-58.422711,AV. LA PLATA ,Supermercado
12-1-60,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Flores,Av.  J.B. Alberdi 1737,-34.628167600000005,-58.453314,ALBERDI ,Hipermercado
12-1-61,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Once,Alsina 2300,-34.6119916,-58.39892439999999,SPINETTO ,Hipermercado
12-1-63,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Pompeya,Av. Francisco Rabanal 1345,-34.654144,-58.41967879999999,POMPEYA ,Hipermercado
12-1-64,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Sarandi,Av. Mitre 3300,-34.683170600000004,-58.34293829999999,SARANDI ,Hipermercado
12-1-65,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Quilmes,Hipolito Yrigoyen 380,-34.72009179999999,-58.2627514,QUILMES ,Hipermercado
12-1-66,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Belgrano,Maure 1725,-34.5668975,-58.4361596,MAURE ,Hipermercado
12-1-67,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Acassuso,Albarellos 854,-34.480244799999994,-58.5056248,ALBARELLOS ,Supermercado
12-1-68,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Las Lomas,Jorge Newbery 555,-34.480824600000005,-58.5376011,LAS LOMAS ,Supermercado
12-1-69,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Punta Chica,Av. Del Libertador 18213,-34.452439500000004,-58.527515,PUNTA CHICA ,Hipermercado
12-1-7,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Parque Patricios,Av. J. De Garay 2700,-34.628905,-58.402557,JUAN DE GARAY ,Supermercado
12-1-70,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,San Isidro,Lasalle 653,-34.465452299999995,-58.5100921,SAN ISIDRO TREN DELA COSTA ,Supermercado
12-1-71,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Olivos,Av. Del Libertador 3100,-34.5016027,-58.48231139999999,OLIVOS TREN DE LA COSTA ,Hipermercado
12-1-74,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Almagro,Gallo 250,-34.6056255,-58.4135635,GALLO ,Supermercado
12-1-75,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Lanus,Av. B. Rivadavia 2602,-34.6904098,-58.4205743,LANUS ,Hipermercado
12-1-78,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,San Cristobal,México 2236,-34.6162451,-58.398238600000006,PICHINCHA ,Hipermercado
12-1-80,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Capital Federal,French 2417,-34.590721200000004,-58.399403,FRENCH ,Hipermercado
12-1-82,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Villa Crespo,Murillo 551,-34.6017899,-58.44255,MURILLO ,Supermercado
12-1-83,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Villa Luro,Av. Rivadavia 9840,-34.6379202,-58.502751,VILLA LURO ,Supermercado
12-1-84,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Almagro,Castro Barros 30,-34.6118491,-58.420902100000006,CASTRO BARROS ,Hipermercado
12-1-85,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Mataderos,Av. Eva Perón 4730,-34.6561036,-58.4767969,EVA PERON ,Hipermercado
12-1-88,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Caballito,Av. La Plata 541,-34.621309000000004,-58.428189,AV. LA PLATA ,Supermercado
12-1-90,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Devoto,Segurola 1701,-34.6204884,-58.4992502,GEORGALOS ,Hipermercado
12-1-91,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-C,Abasto,Agüero 616,-34.6027526,-58.4114132,ABASTO ,Hipermercado
12-1-92,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Vte Lopez,Av. Maipu 1758,-34.521575899999995,-58.4850089,VTE LOPEZ ,Hipermercado
12-1-94,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-B,Tapiales,Boulogne Sur Mer Y Av De La Cooperacion -1,-34.7030125,-58.4995605,TAPIALES ,Hipermercado
12-1-95,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-S,Rosario,Mendoza 3901,-32.9446397,-60.6778049,LA REINA,Supermercado
12-1-96,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-S,Fisherton,Venezuela 114,-32.9298072,-60.72497560000001,FISHERTON ROSARIO ,Hipermercado
12-1-97,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-S,Rosario,Urquiza 1644,-32.941606199999995,-60.6448748,ROSARIO,Hipermercado
12-1-99,12,1,COTO CICSA,Coto Centro Integral de Comercialización S.A.,AR-S,Rosario,Tres De Febrero 1602,-32.9514498,-60.6467395,ROSARIO,Hipermercado
13-1-1,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Av. San Martín 3634,-38.78299038522823,-62.265877433204594,White,Supermercado
13-1-10,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,España 737,-38.7289,-62.27109999999999,España,Supermercado
13-1-100,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Plottier,Batilana 211,-38.95670692426748,-68.24490261244506,Plottier,Hipermercado
13-1-101,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Choele Choel,Avellaneda 962,-39.29264933198453,-65.65980029272765,Choele Choel II,Supermercado
13-1-102,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Lamarque,Rivadavia 412,-39.42213316561279,-65.70491480844794,Lamarque,Supermercado
13-1-103,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Luis Beltran,Avellaneda 710,-39.311137921000686,-65.76214027474634,Luis Beltran,Supermercado
13-1-104,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Trenque Lauquen,Av. Regimiento 3 De Caballería 853,-35.98267013753607,-62.742946386342744,Trenque Lauquen,Supermercado
13-1-105,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Catriel,Av. San Martín 516,-37.88332175222674,-67.79881954193115,Catriel,Supermercado
13-1-106,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Pehuajó,Alsina 253,-35.81250043643693,-61.89579033854898,Pehuajó I,Supermercado
13-1-107,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Allen,Irigoyen 648,-38.975638398537015,-67.83520889352076,Allen III,Supermercado
13-1-108,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Zapala,Avellaneda 720,-38.90446699317285,-70.06100329774199,Zapala,Hipermercado
13-1-109,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Pehuajó,Av. San Martín 105,-35.820289958679794,-61.89801299580722,Pehuajó II,Autoservicio
13-1-11,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Perito Moreno 2132,-38.75483169743749,-62.265606122684574,Villa Rosas,Supermercado
13-1-110,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Alem 3170,-38.68393932708354,-62.291509687202044,Alem,Supermercado
13-1-111,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,9 de Julio,Av. Mitre 2537,-35.451289482419185,-60.897476345126044,9 de Julio,Supermercado
13-1-112,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Lobería,Av. San Martín 143,-38.16471323152355,-58.78192359206878,Lobería,Supermercado
13-1-113,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Neuquén,Chocon Entre Bahia Y Mex 0,-38.96891627597632,-68.0502440930286,Neuquen II,Supermercado
13-1-114,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Cutral Co,Maipu 1363,-38.935351173233926,-69.24781250971137,Cutral Co,Autoservicio
13-1-115,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Batán,Diag. Mar Del Plata Y Calle 35 35,-38.00935567907412,-57.709944559207536,Batán,Autoservicio
13-1-116,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Cinco Saltos,Rivadavia 350,-38.82879121789178,-68.0672441131901,Cinco Saltos III,Autoservicio
13-1-117,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Andacollo,Cordillera Del Viento Esq 0,-37.17879924398581,-70.6675814688424,Andacollo,Autoservicio
13-1-118,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Loncopué,Av. San Martín Esq. Sarmi 0,-38.07324923015833,-70.61682875455517,Loncopue,Autoservicio
13-1-119,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,San Martín de los Andes,Gral. Villegas 950,-40.15730593607521,-71.34851780538156,San Martin I,Autoservicio
13-1-12,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Paraguay 445,-38.70776946221014,-62.26739162209924,B° Universitario,Supermercado
13-1-120,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Viedma,Moreno 1036,-40.810170565027924,-63.00089469554223,Viedma II,Autoservicio
13-1-121,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Cipolletti,Avda.Menguelle 0,-38.929159387799636,-67.99884250762261,Cipolletti II,Autoservicio
13-1-122,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,San Martín de los Andes,Pasaje La Islita 26,-40.15000813172369,-71.32222822343466,San Martin II,Autoservicio
13-1-123,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,San Martín de los Andes,Los Lagos 1692,-40.13060418944226,-71.2251373543404,San Martin III,Autoservicio
13-1-124,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Neuquén,Av Del Trabaj Y Dr Ramon 0,-38.9418903934362,-68.11559906636829,Neuquen III,Autoservicio
13-1-125,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Mar del Plata,Alberti 1842,-38.01051631989058,-57.545398700432656,Mar del Plata III,Autoservicio
13-1-126,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,San Nicolás,Pte. Peron 1028,-33.349438261007386,-60.23550420538288,San Nicolas,Autoservicio
13-1-127,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Cutral Co,Los Copihues S/N 0,-38.9368262917551,-69.21529007187321,Cutral Co II,Autoservicio
13-1-128,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahia Blanca,Zelarrayan 0,-38.715215546949175,-62.26692634759753,Zelarrayán,Autoservicio
13-1-129,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Las Lajas,Saavedra 360,-38.52552153597178,-70.36269381872404,Las Lajas,Supermercado
13-1-13,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Sócrates 2642,-38.73543138360701,-62.23040688095091,Sócrates,Supermercado
13-1-130,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Villa Gesell,Bolulevard Silvio Gesell Y Paseo 113,-37.261552072642736,-56.98444443880908,Villa Gesell,Autoservicio
13-1-131,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Chos Malal,Sarmiento 390,-37.377146683622506,-70.27291075070643,Chos Malal I,Autoservicio
13-1-132,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Chos Malal,General Paz 365,-37.375996247434266,-70.27250250874124,Chos Malal II,Autoservicio
13-1-133,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-Q,Junín de los Andes,Roca 1284,-39.954973097184464,-71.07783005006127,Junin de los Andes,Autoservicio
13-1-134,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,NECOCHEA,Avenida 59 1885,-38.56006624534429,-58.7324552416897,Necochea III,Autoservicio
13-1-14,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Pedro Luro,Calle 1 1031,-39.505846974928296,-62.685221314495706,Pedro Luro,Supermercado
13-1-15,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Alsina 645,-38.712633486530144,-62.2575061226845,Alsina,Supermercado
13-1-16,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-L,Guatrache,Av. J. A. Goude Y Pringles 470,-37.66901520951271,-63.53782206773752,Guatrache,Supermercado
13-1-17,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Punta Alta,Sáenz Peña 467,-38.87821062395813,-62.06410991401674,Punta Alta I,Supermercado
13-1-18,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Roca 34,-38.71575914692985,-62.27162326850896,Roca,Supermercado
13-1-19,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Punta Alta,Brown 128,-38.884896043742756,-62.075002625656175,Punta Alta II,Supermercado
13-1-2,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Washington 437,-38.728791630262535,-62.2442264146805,Villa Mitre,Supermercado
13-1-20,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Azul,Av. Piazza 1101,-36.785215529085434,-59.849216222719406,Azul,Hipermercado
13-1-21,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Pigue,Belgrano Y Humberto 0,-37.60295050923169,-62.40934926424029,Pigue,Supermercado
13-1-22,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Coronel Dorrego,Av. San Martín 274,-38.713565287698906,-61.29378994979851,Dorrego,Supermercado
13-1-23,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Thompson 1133,-38.73337836454685,-62.260187745159776,B° Pedro Pico,Supermercado
13-1-24,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Vieytes 2139,-38.7022,-62.29160000000002,B° San Roque,Supermercado
13-1-25,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Av. Colón 1380,-38.73125151775466,-62.282264373016346,B° Colón,Supermercado
13-1-26,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Coronel Suarez,Av. Casey 1414,-37.46072885976261,-61.93615024871826,Cnel. Suarez,Supermercado
13-1-27,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Tres Arroyos,Av. Moreno 745,-38.3825,-60.2685,Tres Arroyos I,Supermercado
13-1-28,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Guatemala 533,-38.69972750987872,-62.27513440475462,Hiper Aguado,Hipermercado
13-1-29,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Coronel Pringles,Pellegrini 771,-37.98374648245796,-61.353699803385105,Cnel. Pringles,Supermercado
13-1-3,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,General Cerri,Saavedra 462,-38.72068115915464,-62.392348765279166,Cerri,Supermercado
13-1-30,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Tres Arroyos,Colón 33,-38.378,-60.2765,Tres Arroyos II,Supermercado
13-1-31,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Puan,H. Yrigoyen 491,-37.54617145444056,-62.77049517644628,Puan,Supermercado
13-1-32,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Rincón 3490,-38.73870376143402,-62.21698734722139,Rosendo López,Supermercado
13-1-33,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,M. Rodríguez 1446,-38.7185,-62.29980000000001,Pampa Central,Supermercado
13-1-34,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Punta Alta,Roca 2475,-38.86010931134604,-62.086064100330994,Punta Alta III,Supermercado
13-1-35,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Charlone 253,-38.7126,-62.2815,B° Pacífico,Supermercado
13-1-36,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Olavarría,Av. Pringles 4461,-36.88674931997365,-60.303870320303744,Olavarria I,Supermercado
13-1-37,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Olavarría,Necochea 3203,-36.89442050512447,-60.31632113463274,Olavarria II,Supermercado
13-1-38,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Necochea,Av. 59 1202,-38.56530038410668,-58.72602722949972,Necochea I,Supermercado
13-1-39,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Necochea,Av. 58 3059,-38.55631807854196,-58.74200582838056,Necochea II,Supermercado
13-1-4,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Avellaneda 826,-38.7225,-62.28949999999998,B° Noroeste,Supermercado
13-1-40,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Benito Juarez,Av. Mitre 87,-37.67561636653722,-59.805969035720864,Benito Juarez,Supermercado
13-1-41,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Tornquist,España 144,-38.09907756290034,-62.21948575999704,Tornquist,Supermercado
13-1-42,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Sarmiento 2153,-38.6986,-62.2441,Hiper Shopping,Hipermercado
13-1-43,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-R,Río Colorado,Av. San Martín 879,-38.994921652439295,-64.09936720119731,Rio Colorado,Supermercado
13-1-44,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Bahía Blanca,Láinez 2251,-38.72810880771607,-62.22958583068851,B° Villa Libre,Supermercado
13-1-45,13,1,Cooperativa Obrera Limitada de Consumo y Vivienda,Cooperativa Obrera Limitada de Consumo y Vivienda,AR-B,Tres Arroyos,Av. Belgrano 838,-38.3706,-60.268,Tres Arroyos III,Supermercado
